timestamp,gpu_id,gpu_utilization,memory_utilization,gpu_power_draw,gpu_temperature,gpu_fan_speed,gpu_clock_speed,cpu_utilization,memory_usage,server_power_draw,server_temperature,disk_usage,network_bandwidth
2024-03-31 00:00:00,GPU_0,30.36,24.98,63.33,49.3,68.6,1143.25,12.57,22.08,153.55,30.52,58.63,86.45
2024-03-31 00:00:00,GPU_1,5.38,5.95,11.37,34.45,38.91,1000.0,12.57,22.08,153.55,30.52,58.63,86.45
2024-03-31 00:00:00,GPU_2,11.59,13.29,23.32,38.24,46.48,1067.09,12.57,22.08,153.55,30.52,58.63,86.45
2024-03-31 00:00:00,GPU_3,6.34,5.14,12.94,30.0,30.0,1000.0,12.57,22.08,153.55,30.52,58.63,86.45
2024-03-31 00:05:00,GPU_0,38.78,39.53,67.35,58.2,86.4,1150.95,11.9,31.13,180.58,32.04,68.99,135.48
2024-03-31 00:05:00,GPU_1,5.15,5.74,13.05,31.15,32.29,1037.3,11.9,31.13,180.58,32.04,68.99,135.48
2024-03-31 00:05:00,GPU_2,10.41,11.87,26.84,40.35,50.7,1138.0,11.9,31.13,180.58,32.04,68.99,135.48
2024-03-31 00:05:00,GPU_3,9.56,8.72,13.88,32.41,34.82,1000.0,11.9,31.13,180.58,32.04,68.99,135.48
2024-03-31 00:10:00,GPU_0,28.96,27.17,62.8,51.87,73.74,1135.49,16.72,29.8,156.29,30.77,43.85,114.39
2024-03-31 00:10:00,GPU_1,6.26,6.55,12.35,30.1,30.2,1045.94,16.72,29.8,156.29,30.77,43.85,114.39
2024-03-31 00:10:00,GPU_2,6.33,7.44,7.57,31.89,33.78,1038.0,16.72,29.8,156.29,30.77,43.85,114.39
2024-03-31 00:10:00,GPU_3,6.22,6.49,3.56,30.0,30.0,1000.0,16.72,29.8,156.29,30.77,43.85,114.39
2024-03-31 00:15:00,GPU_0,26.83,25.59,57.5,40.91,51.82,1060.7,5.42,25.57,179.72,30.38,33.34,81.98
2024-03-31 00:15:00,GPU_1,10.46,11.83,30.98,36.77,43.54,1032.32,5.42,25.57,179.72,30.38,33.34,81.98
2024-03-31 00:15:00,GPU_2,5.08,4.45,16.47,33.58,37.15,1071.18,5.42,25.57,179.72,30.38,33.34,81.98
2024-03-31 00:15:00,GPU_3,8.96,7.23,15.79,40.99,51.98,1000.0,5.42,25.57,179.72,30.38,33.34,81.98
2024-03-31 00:20:00,GPU_0,29.45,33.87,58.28,45.92,61.83,1235.63,15.72,26.98,190.88,31.69,66.14,106.23
2024-03-31 00:20:00,GPU_1,7.05,5.75,17.95,36.74,43.48,1035.59,15.72,26.98,190.88,31.69,66.14,106.23
2024-03-31 00:20:00,GPU_2,12.43,13.24,27.34,40.87,51.75,1134.15,15.72,26.98,190.88,31.69,66.14,106.23
2024-03-31 00:20:00,GPU_3,5.39,5.64,10.9,32.4,34.8,1069.77,15.72,26.98,190.88,31.69,66.14,106.23
2024-03-31 00:25:00,GPU_0,24.25,25.48,49.33,48.34,66.67,1133.19,17.74,37.64,171.43,30.16,50.92,173.33
2024-03-31 00:25:00,GPU_1,12.35,11.67,19.79,34.57,39.13,1000.0,17.74,37.64,171.43,30.16,50.92,173.33
2024-03-31 00:25:00,GPU_2,13.55,13.82,25.96,33.79,37.58,1110.8,17.74,37.64,171.43,30.16,50.92,173.33
2024-03-31 00:25:00,GPU_3,6.19,6.72,13.99,37.06,44.11,1064.43,17.74,37.64,171.43,30.16,50.92,173.33
2024-03-31 00:30:00,GPU_0,35.24,30.27,65.46,53.7,77.4,1269.03,6.7,33.17,181.43,31.29,42.48,60.53
2024-03-31 00:30:00,GPU_1,6.58,6.35,18.86,31.97,33.94,1044.49,6.7,33.17,181.43,31.29,42.48,60.53
2024-03-31 00:30:00,GPU_2,6.07,5.19,8.44,36.1,42.2,1029.04,6.7,33.17,181.43,31.29,42.48,60.53
2024-03-31 00:30:00,GPU_3,14.03,11.23,28.3,47.84,65.69,1014.42,6.7,33.17,181.43,31.29,42.48,60.53
2024-03-31 00:35:00,GPU_0,38.57,40.85,88.24,53.7,77.4,1081.76,17.6,29.78,225.79,34.14,65.62,67.96
2024-03-31 00:35:00,GPU_1,5.29,5.54,10.73,32.35,34.69,1012.18,17.6,29.78,225.79,34.14,65.62,67.96
2024-03-31 00:35:00,GPU_2,14.56,15.81,28.86,39.34,48.69,1040.94,17.6,29.78,225.79,34.14,65.62,67.96
2024-03-31 00:35:00,GPU_3,12.83,10.74,33.1,36.8,43.61,1109.18,17.6,29.78,225.79,34.14,65.62,67.96
2024-03-31 00:40:00,GPU_0,29.08,26.37,59.83,41.82,53.64,1251.24,19.37,25.17,179.17,35.45,51.99,50.54
2024-03-31 00:40:00,GPU_1,5.97,5.19,16.32,30.0,30.0,1016.52,19.37,25.17,179.17,35.45,51.99,50.54
2024-03-31 00:40:00,GPU_2,11.2,10.18,23.95,34.16,38.33,1051.96,19.37,25.17,179.17,35.45,51.99,50.54
