timestamp,gpu_id,gpu_utilization,memory_utilization,gpu_power_draw,gpu_temperature,gpu_fan_speed,gpu_clock_speed,cpu_utilization,memory_usage,server_power_draw,server_temperature,disk_usage,network_bandwidth
2024-03-31 00:00:00,GPU_0,30.91,36.47,59.01,49.71,69.41,1143.46,9.5,30.26,181.68,33.48,34.6,120.28
2024-03-31 00:00:00,GPU_1,8.56,9.01,17.17,30.0,30.0,1000.0,9.5,30.26,181.68,33.48,34.6,120.28
2024-03-31 00:00:00,GPU_2,11.73,9.85,27.76,37.91,45.81,1043.51,9.5,30.26,181.68,33.48,34.6,120.28
2024-03-31 00:00:00,GPU_3,13.24,14.83,29.83,45.41,60.81,1027.27,9.5,30.26,181.68,33.48,34.6,120.28
2024-03-31 00:05:00,GPU_0,38.44,37.42,79.94,51.41,72.81,1176.29,11.63,23.93,178.38,29.25,56.19,120.56
2024-03-31 00:05:00,GPU_1,6.13,5.9,11.49,31.42,32.84,1108.63,11.63,23.93,178.38,29.25,56.19,120.56
2024-03-31 00:05:00,GPU_2,11.63,9.41,18.99,35.75,41.49,1056.69,11.63,23.93,178.38,29.25,56.19,120.56
2024-03-31 00:05:00,GPU_3,9.42,9.03,18.67,31.54,33.08,1074.78,11.63,23.93,178.38,29.25,56.19,120.56
2024-03-31 00:10:00,GPU_0,37.89,33.69,76.54,58.04,86.08,1190.06,11.92,24.05,202.04,33.25,34.25,162.5
2024-03-31 00:10:00,GPU_1,13.21,14.64,26.2,37.71,45.43,1084.42,11.92,24.05,202.04,33.25,34.25,162.5
2024-03-31 00:10:00,GPU_2,14.72,14.65,18.73,35.61,41.22,1070.28,11.92,24.05,202.04,33.25,34.25,162.5
2024-03-31 00:10:00,GPU_3,12.97,11.5,20.05,37.71,45.43,1000.0,11.92,24.05,202.04,33.25,34.25,162.5
2024-03-31 00:15:00,GPU_0,37.08,37.72,72.58,55.32,80.64,1160.52,18.02,24.45,199.32,33.66,56.19,143.34
2024-03-31 00:15:00,GPU_1,12.81,15.25,23.39,41.19,52.39,1026.74,18.02,24.45,199.32,33.66,56.19,143.34
2024-03-31 00:15:00,GPU_2,13.58,12.3,28.28,32.27,34.54,1025.75,18.02,24.45,199.32,33.66,56.19,143.34
2024-03-31 00:15:00,GPU_3,6.5,5.34,19.29,33.75,37.5,1000.0,18.02,24.45,199.32,33.66,56.19,143.34
2024-03-31 00:20:00,GPU_0,27.85,32.29,53.94,51.61,73.22,1210.75,10.59,31.02,185.1,34.53,48.91,116.37
2024-03-31 00:20:00,GPU_1,12.73,11.89,17.49,36.92,43.83,1063.09,10.59,31.02,185.1,34.53,48.91,116.37
2024-03-31 00:20:00,GPU_2,13.18,15.66,26.77,38.8,47.6,1068.59,10.59,31.02,185.1,34.53,48.91,116.37
2024-03-31 00:20:00,GPU_3,10.7,9.97,18.35,34.2,38.39,1010.66,10.59,31.02,185.1,34.53,48.91,116.37
2024-03-31 00:25:00,GPU_0,22.51,18.67,48.18,47.5,65.01,1069.88,10.44,33.83,178.63,30.32,58.68,57.36
2024-03-31 00:25:00,GPU_1,13.03,12.28,20.87,33.33,36.66,1037.47,10.44,33.83,178.63,30.32,58.68,57.36
2024-03-31 00:25:00,GPU_2,5.06,4.51,19.52,30.0,30.0,1108.01,10.44,33.83,178.63,30.32,58.68,57.36
2024-03-31 00:25:00,GPU_3,13.54,12.7,24.5,41.53,53.06,1077.06,10.44,33.83,178.63,30.32,58.68,57.36
2024-03-31 00:30:00,GPU_0,21.88,20.52,46.4,43.15,56.29,1115.34,5.41,23.7,163.19,30.85,43.71,61.34
2024-03-31 00:30:00,GPU_1,11.33,9.72,21.46,39.78,49.55,1120.31,5.41,23.7,163.19,30.85,43.71,61.34
2024-03-31 00:30:00,GPU_2,10.83,10.27,19.54,37.25,44.51,1056.27,5.41,23.7,163.19,30.85,43.71,61.34
2024-03-31 00:30:00,GPU_3,5.29,5.47,7.27,37.07,44.15,1020.31,5.41,23.7,163.19,30.85,43.71,61.34
2024-03-31 00:35:00,GPU_0,36.92,30.78,73.26,50.27,70.54,1252.78,17.8,39.43,159.54,29.59,58.44,162.15
2024-03-31 00:35:00,GPU_1,10.05,9.13,13.99,33.6,37.19,1004.76,17.8,39.43,159.54,29.59,58.44,162.15
2024-03-31 00:35:00,GPU_2,7.62,9.04,8.68,33.21,36.42,1064.14,17.8,39.43,159.54,29.59,58.44,162.15
2024-03-31 00:35:00,GPU_3,8.47,9.77,13.51,36.88,43.75,1052.93,17.8,39.43,159.54,29.59,58.44,162.15
2024-03-31 00:40:00,GPU_0,37.39,31.76,78.25,57.53,85.06,1235.9,12.8,22.98,176.15,32.85,57.69,138.24
2024-03-31 00:40:00,GPU_1,8.7,8.51,11.98,39.6,49.21,1013.3,12.8,22.98,176.15,32.85,57.69,138.24
2024-03-31 00:40:00,GPU_2,14.1,14.79,27.59,39.7,49.4,1034.36,12.8,22.98,176.15,32.85,57.69,138.24
2024-03-31 00:40:00,GPU_3,5.92,5.24,3.53,32.85,35.71,1064.49,12.8,22.98,176.15,32.85,57.69,138.24
2024-03-31 00:45:00,GPU_0,36.82,32.49,71.88,52.29,74.58,1096.43,15.92,27.47,155.86,30.03,43.16,181.2
2024-03-31 00:45:00,GPU_1,5.81,6.55,9.7,35.5,41.0,1033.91,15.92,27.47,155.86,30.03,43.16,181.2
2024-03-31 00:45:00,GPU_2,9.51,11.22,12.71,32.3,34.59,1122.68,15.92,27.47,155.86,30.03,43.16,181.2
2024-03-31 00:45:00,GPU_3,7.78,6.4,21.42,34.97,39.94,1096.56,15.92,27.47,155.86,30.03,43.16,181.2
2024-03-31 00:50:00,GPU_0,36.29,30.04,67.65,52.38,74.75,1139.27,8.76,37.89,177.08,34.25,41.78,102.63
2024-03-31 00:50:00,GPU_1,12.56,10.67,22.72,35.3,40.6,1055.59,8.76,37.89,177.08,34.25,41.78,102.63
2024-03-31 00:50:00,GPU_2,5.04,4.4,8.28,34.18,38.37,1000.0,8.76,37.89,177.08,34.25,41.78,102.63
2024-03-31 00:50:00,GPU_3,7.95,6.56,15.27,34.39,38.79,1157.27,8.76,37.89,177.08,34.25,41.78,102.63
2024-03-31 00:55:00,GPU_0,39.32,42.51,77.35,55.19,80.39,1175.16,16.75,38.76,177.2,34.08,72.95,118.88
2024-03-31 00:55:00,GPU_1,6.96,5.8,10.84,34.73,39.47,1000.0,16.75,38.76,177.2,34.08,72.95,118.88
2024-03-31 00:55:00,GPU_2,7.72,7.63,11.31,35.76,41.52,1044.96,16.75,38.76,177.2,34.08,72.95,118.88
2024-03-31 00:55:00,GPU_3,12.18,10.29,28.29,32.9,35.79,1030.42,16.75,38.76,177.2,34.08,72.95,118.88
2024-03-31 01:00:00,GPU_0,26.02,29.03,58.32,42.52,55.03,1150.05,13.86,25.45,176.67,35.58,53.53,101.87
2024-03-31 01:00:00,GPU_1,10.18,8.39,18.15,35.63,41.25,1024.72,13.86,25.45,176.67,35.58,53.53,101.87
2024-03-31 01:00:00,GPU_2,7.5,7.15,9.74,37.8,45.6,1121.08,13.86,25.45,176.67,35.58,53.53,101.87
2024-03-31 01:00:00,GPU_3,14.5,14.96,38.89,34.52,39.05,1134.07,13.86,25.45,176.67,35.58,53.53,101.87
2024-03-31 01:05:00,GPU_0,36.33,33.47,67.62,55.88,81.75,1180.32,13.93,25.65,148.1,31.25,62.88,185.72
2024-03-31 01:05:00,GPU_1,5.72,5.88,15.62,32.63,35.27,1006.36,13.93,25.65,148.1,31.25,62.88,185.72
2024-03-31 01:05:00,GPU_2,5.6,5.1,10.13,30.0,30.0,1000.0,13.93,25.65,148.1,31.25,62.88,185.72
2024-03-31 01:05:00,GPU_3,7.47,6.15,16.36,37.55,45.09,1042.19,13.93,25.65,148.1,31.25,62.88,185.72
2024-03-31 01:10:00,GPU_0,35.27,34.9,74.89,51.13,72.26,1143.06,12.77,34.15,214.19,32.85,37.15,153.42
2024-03-31 01:10:00,GPU_1,14.95,12.04,28.72,34.67,39.35,1158.87,12.77,34.15,214.19,32.85,37.15,153.42
2024-03-31 01:10:00,GPU_2,5.14,5.5,11.35,38.68,47.37,1032.89,12.77,34.15,214.19,32.85,37.15,153.42
2024-03-31 01:10:00,GPU_3,12.05,14.03,31.68,38.62,47.25,1100.83,12.77,34.15,214.19,32.85,37.15,153.42
2024-03-31 01:15:00,GPU_0,30.7,27.2,54.35,51.33,72.65,1256.98,14.94,26.41,185.4,36.23,64.71,112.41
2024-03-31 01:15:00,GPU_1,13.99,14.84,27.62,39.62,49.24,1006.71,14.94,26.41,185.4,36.23,64.71,112.41
2024-03-31 01:15:00,GPU_2,6.87,7.09,24.52,33.98,37.97,1000.0,14.94,26.41,185.4,36.23,64.71,112.41
2024-03-31 01:15:00,GPU_3,12.08,10.22,23.32,36.28,42.57,1104.78,14.94,26.41,185.4,36.23,64.71,112.41
2024-03-31 01:20:00,GPU_0,22.44,19.93,52.32,41.32,52.65,1057.94,6.17,23.46,143.01,32.96,48.32,100.99
2024-03-31 01:20:00,GPU_1,5.98,5.07,3.25,30.56,31.12,1010.55,6.17,23.46,143.01,32.96,48.32,100.99
2024-03-31 01:20:00,GPU_2,6.82,7.96,13.48,34.75,39.49,1000.0,6.17,23.46,143.01,32.96,48.32,100.99
2024-03-31 01:20:00,GPU_3,6.58,5.28,13.74,30.0,30.0,1000.0,6.17,23.46,143.01,32.96,48.32,100.99
2024-03-31 01:25:00,GPU_0,34.54,40.71,69.2,47.64,65.28,1245.59,13.57,35.38,180.39,33.62,49.51,117.53
2024-03-31 01:25:00,GPU_1,10.9,11.7,12.16,37.31,44.61,1073.95,13.57,35.38,180.39,33.62,49.51,117.53
2024-03-31 01:25:00,GPU_2,11.92,13.16,25.41,41.3,52.59,1113.75,13.57,35.38,180.39,33.62,49.51,117.53
2024-03-31 01:25:00,GPU_3,11.59,9.84,22.69,43.12,56.25,1006.9,13.57,35.38,180.39,33.62,49.51,117.53
2024-03-31 01:30:00,GPU_0,39.9,34.54,83.67,53.45,76.9,1205.2,10.55,34.43,180.62,32.46,57.53,69.16
2024-03-31 01:30:00,GPU_1,8.52,8.74,18.95,33.5,37.01,1000.0,10.55,34.43,180.62,32.46,57.53,69.16
2024-03-31 01:30:00,GPU_2,11.95,10.75,20.77,42.01,54.03,1083.52,10.55,34.43,180.62,32.46,57.53,69.16
2024-03-31 01:30:00,GPU_3,9.24,8.29,11.76,34.51,39.01,1012.55,10.55,34.43,180.62,32.46,57.53,69.16
2024-03-31 01:35:00,GPU_0,22.5,22.53,51.63,43.37,56.74,1171.63,5.85,26.79,141.95,31.18,70.38,119.08
2024-03-31 01:35:00,GPU_1,5.83,5.87,16.05,33.17,36.34,1060.86,5.85,26.79,141.95,31.18,70.38,119.08
2024-03-31 01:35:00,GPU_2,8.31,7.78,12.39,40.6,51.2,1000.0,5.85,26.79,141.95,31.18,70.38,119.08
2024-03-31 01:35:00,GPU_3,9.3,10.73,9.72,34.29,38.58,1067.52,5.85,26.79,141.95,31.18,70.38,119.08
2024-03-31 01:40:00,GPU_0,23.12,21.03,51.59,41.93,53.86,1087.36,5.66,30.2,156.78,33.41,61.97,95.58
2024-03-31 01:40:00,GPU_1,10.79,11.97,17.0,38.26,46.52,1062.55,5.66,30.2,156.78,33.41,61.97,95.58
